,T0,T1,T2,C_0
T0,-0.82,-0.21,0.0,-0.24
T1,-0.18,-1.53,0.0,0.49
T2,0.47,0.61,-2.29,-0.04
C_0,-0.52,0.0,-0.62,-1.34
