,T0,T1,T2,A_1
T0,-0.84,-0.28,0.0,-0.0
T1,-0.16,-1.47,0.0,0.24
T2,0.46,0.63,-2.28,-0.2
A_1,-0.0,0.0,-0.44,-1.93
