,T0,T1,T2,C_3
T0,-0.82,-0.53,0.0,0.0
T1,-0.0,-1.49,0.0,0.0
T2,0.5,0.6,-2.31,-0.01
C_3,-0.1,0.86,-0.03,-0.11
