,T0,T1,T2,A_0
T0,-0.88,-0.01,0.0,-0.0
T1,-0.43,-1.39,0.0,-0.09
T2,0.43,0.72,-2.25,-1.15
A_0,-0.0,-0.16,-1.11,-2.35
