,T0,T1,T2,E_0
T0,-0.87,-0.5,0.05,0.56
T1,-0.57,-1.9,0.2,0.18
T2,0.01,0.45,-2.13,0.64
E_0,-0.56,-0.48,-0.39,-2.39
