,T0,T1,T2,B_0
T0,-0.81,-0.69,-0.05,-0.07
T1,-0.39,-1.98,0.31,0.27
T2,0.21,0.34,-2.11,-0.08
B_0,-0.04,0.26,-0.14,-1.7
