,T0,T1,T2,C_2
T0,-0.79,-0.82,-0.02,-0.2
T1,-0.23,-1.97,-0.01,0.2
T2,0.2,0.6,-2.11,-0.35
C_2,-0.63,0.0,0.16,-1.62
