,T0,T1,T2,A_0
T0,-0.83,-0.52,-0.0,-0.0
T1,-0.49,-1.9,0.31,-0.29
T2,0.18,0.4,-2.08,-0.78
A_0,-0.08,-0.37,-0.41,-2.42
