,T0,T1,T2,C_0
T0,-0.82,-0.5,-0.14,-0.0
T1,-0.52,-1.93,0.27,0.19
T2,0.25,0.41,-2.13,-0.11
C_0,-0.98,-0.0,0.1,-1.56
