,T0,T1,T2,E_1
T0,-0.85,-0.46,0.09,0.23
T1,-0.59,-1.89,0.26,-0.01
T2,0.0,0.43,-2.1,0.32
E_1,-0.05,-0.32,0.03,-2.47
