,T0,T1,T2,C_3
T0,-0.72,-0.55,-0.06,-0.32
T1,-0.42,-2.0,0.3,0.18
T2,0.23,0.31,-2.15,0.07
C_3,-0.42,-0.0,-0.16,-0.28
