,T0,T1,T2,B_2
T0,-0.81,-0.85,-0.04,-0.0
T1,-0.26,-1.98,0.28,0.12
T2,0.22,0.37,-2.1,-0.19
B_2,-0.11,0.3,-0.06,-1.61
