,T0,T1,T2,C_1
T0,-0.72,-1.02,0.39,-0.01
T1,0.0,-1.65,-0.0,0.0
T2,-0.0,0.4,-2.03,0.08
C_1,-0.45,0.51,0.0,-2.08
