,T0,T1,T2,B_1
T0,-0.71,-1.4,0.48,-0.0
T1,-0.0,-2.15,-0.0,0.92
T2,-0.0,0.26,-2.0,-0.0
B_1,0.0,0.0,-0.32,0.0
