,T0,T1,T2,B_0
T0,-0.73,-0.99,0.43,-0.0
T1,0.0,-1.66,-0.0,0.09
T2,-0.0,0.39,-2.01,-0.05
B_0,-0.08,0.01,-0.12,-1.9
