,T0,T1,T2,C_2
T0,-0.7,-0.99,0.41,-0.25
T1,0.0,-1.73,-0.0,0.56
T2,-0.0,0.31,-2.03,0.18
C_2,-0.0,0.0,0.0,-1.78
