,T0,T1,T2,A_0
T0,-0.73,-0.88,0.41,0.0
T1,-0.0,-1.63,-0.0,-0.42
T2,-0.0,0.44,-2.02,-0.24
A_0,0.0,-1.19,-0.01,-2.73
