,T0,T1,T2,C_3
T0,-0.89,-1.15,-0.62,-0.13
T1,0.26,-1.99,0.08,-0.37
T2,0.44,0.0,-2.11,-0.27
C_3,-1.33,0.46,0.29,-0.23
