,T0,T1,T2,B_2
T0,-0.98,-0.34,-0.0,-0.3
T1,-0.24,-2.05,0.03,0.4
T2,-0.0,0.0,-2.08,-0.0
B_2,-0.15,0.0,-0.0,-1.55
