,T0,T1,T2,B_1
T0,-1.08,-0.99,-0.9,0.34
T1,0.13,-2.07,-0.0,-0.0
T2,0.5,0.0,-2.19,-0.08
B_1,-0.55,0.2,0.0,0.05
