,T0,T1,T2,A_0
T0,-1.03,-0.0,-0.0,-0.38
T1,-0.65,-1.91,0.0,-0.0
T2,-0.06,0.16,-2.06,-0.43
A_0,-0.0,-0.71,-0.87,-2.34
