,T0,T1,T2,D_0
T0,-0.96,0.0,0.0,-0.38
T1,-0.7,-2.15,-0.01,0.69
T2,-0.0,0.0,-2.08,0.01
D_0,0.39,-0.18,0.18,-0.74
