,T0,T1,T2,B_0
T0,-0.98,-0.42,-0.01,-0.31
T1,-0.15,-2.01,0.07,0.0
T2,-0.0,0.0,-2.08,-0.0
B_0,-0.0,0.04,-0.09,-1.82
