,T0,T1,T2,E_1
T0,-1.06,-0.01,0.0,0.26
T1,-0.64,-1.9,-0.0,-0.14
T2,-0.09,0.16,-2.08,-0.0
E_1,0.0,-0.37,-0.07,-2.52
