,T0,T1,T2,C_1
T0,-1.04,-0.0,-0.0,-0.05
T1,-0.64,-1.91,-0.0,-0.0
T2,-0.07,0.15,-2.08,-0.01
C_1,-0.78,-0.0,-0.0,-1.7
