,T0,T1,T2,E_3
T0,-1.04,0.0,-0.0,-0.02
T1,-0.68,-1.91,-0.0,0.0
T2,-0.12,0.14,-2.13,0.4
E_3,0.04,-0.47,0.19,-1.71
