,T0,T1,T2,C_0
T0,-0.96,-0.0,0.26,-0.71
T1,-0.07,-1.98,-0.06,-0.16
T2,0.01,-0.02,-2.25,-0.05
C_0,-0.88,-0.04,-0.02,-1.63
