,T0,T1,T2,D_0
T0,-1.02,-0.0,0.08,0.0
T1,-0.13,-1.99,-0.0,-0.0
T2,0.0,-0.32,-2.44,0.55
D_0,0.01,0.51,-0.0,-0.65
