,T0,T1,T2,B_2
T0,-0.97,-0.0,0.26,-0.53
T1,-0.03,-2.01,-0.02,0.0
T2,0.0,-0.12,-2.27,0.1
B_2,-0.0,0.58,0.0,-1.59
