,T0,T1,T2,B_0
T0,-1.01,-0.16,0.24,-0.0
T1,-0.0,-2.02,-0.0,0.0
T2,0.0,-0.1,-2.22,-0.22
B_0,-0.35,0.19,-0.33,-1.72
