,T0,T1,T2,A_0
T0,-1.02,-0.0,0.23,-0.14
T1,-0.13,-1.98,-0.02,-0.09
T2,0.0,-0.03,-2.21,-1.17
A_0,-0.38,-0.1,-1.12,-2.43
