,T0,T1,T2,A_1
T0,-1.03,-0.0,0.27,0.0
T1,-0.14,-1.99,-0.01,0.06
T2,0.0,-0.01,-2.19,-1.06
A_1,0.0,0.02,-0.96,-2.19
