,T0,T1,T2,E_2
T0,-1.02,-0.0,0.19,0.0
T1,-0.14,-1.98,-0.09,-0.0
T2,0.01,-0.01,-2.26,0.0
E_2,0.71,-0.0,0.08,-2.47
