,T0,T1,T2,A_1
T0,-0.82,-0.77,-0.01,0.0
T1,-0.16,-1.95,0.0,-0.3
T2,-0.07,0.24,-1.99,-0.02
A_1,-0.25,-1.14,-0.55,-2.0
