,T0,T1,T2,C_2
T0,-0.81,-0.93,-0.0,-0.02
T1,-0.1,-1.99,0.0,0.0
T2,-0.08,0.22,-1.99,-0.0
C_2,-0.64,0.08,-0.06,-1.73
