,T0,T1,T2,B_2
T0,-0.81,-0.99,-0.0,0.0
T1,-0.07,-2.0,0.0,-0.0
T2,-0.04,0.26,-1.96,-0.29
B_2,-0.0,0.16,-0.28,-1.56
