,T0,T1,T2,E_2
T0,-0.81,-0.86,-0.07,-0.0
T1,-0.14,-1.98,0.0,0.01
T2,-0.01,0.22,-1.98,-0.33
E_2,-0.01,0.0,-0.08,-2.23
