,T0,T1,T2,B_1
T0,-0.81,-0.97,-0.0,0.01
T1,-0.09,-1.99,0.0,0.0
T2,-0.05,0.23,-1.94,-0.13
B_1,0.0,0.01,-0.06,-0.06
