,T0,T1,T2,C_1
T0,-0.8,-1.0,-0.08,-0.0
T1,-0.03,-1.98,0.0,-0.33
T2,-0.01,0.24,-2.01,-0.0
C_1,-0.42,-0.0,0.0,-1.94
