,T0,T1,T2,E_1
T0,-0.87,-0.52,-0.0,0.7
T1,-0.36,-1.91,0.0,-0.4
T2,-0.15,0.27,-1.98,-0.0
E_1,0.0,-0.35,-0.0,-2.44
