,T0,T1,T2,C_3
T0,-0.81,-0.04,0.0,-0.01
T1,-0.0,-1.88,0.01,0.11
T2,0.01,0.0,-1.89,-0.0
C_3,-0.49,0.01,-0.45,-0.3
