,T0,T1,T2,E_0
T0,-0.81,-0.0,-0.0,-0.0
T1,-0.0,-1.84,0.0,0.0
T2,0.0,0.0,-2.01,1.19
E_0,-0.0,0.0,0.0,-2.47
