,T0,T1,T2,A_0
T0,-0.84,-0.0,0.0,0.39
T1,-0.0,-1.84,0.01,-0.07
T2,0.0,0.06,-1.88,-0.35
A_0,0.0,-0.08,-0.4,-2.43
