,T0,T1,T2,A_1
T0,-0.81,-0.0,0.01,-0.0
T1,-0.0,-1.82,0.01,-0.38
T2,0.02,0.04,-1.85,-1.04
A_1,-0.01,-0.47,-1.1,-2.29
