,T0,T1,T2,B_2
T0,-0.85,-0.64,0.24,-0.12
T1,-0.21,-2.05,-0.0,0.46
T2,0.0,0.77,-2.02,-0.47
B_2,-0.06,0.0,-0.0,-1.6
