,T0,T1,T2,C_1
T0,-0.82,-0.86,0.03,-0.14
T1,-0.0,-2.03,0.0,0.01
T2,0.18,0.69,-2.1,-0.14
C_1,-0.88,0.29,-0.0,-1.73
