,T0,T1,T2,B_1
T0,-0.85,-0.75,0.18,-0.0
T1,-0.16,-2.12,0.0,0.26
T2,0.02,0.67,-2.07,-0.0
B_1,-0.07,-0.0,-0.05,0.02
