,T0,T1,T2,C_2
T0,-0.84,-0.89,0.11,-0.01
T1,-0.0,-2.03,0.0,0.0
T2,0.11,0.71,-2.07,-0.24
C_2,-0.91,0.36,-0.08,-1.62
