,T0,T1,T2,A_1
T0,-0.86,-0.73,0.23,-0.0
T1,-0.11,-2.01,0.0,0.05
T2,0.0,0.74,-2.04,-0.51
A_1,-0.02,0.0,-0.61,-2.17
