,T0,T1,T2,A_0
T0,-0.86,-0.72,0.21,-0.0
T1,-0.08,-1.98,0.0,-0.44
T2,0.0,0.71,-2.06,-0.23
A_0,-0.05,-0.29,-0.38,-2.42
