,T0,T1,T2,B_0
T0,-0.85,-0.83,0.21,-0.06
T1,-0.04,-2.02,0.0,0.0
T2,0.0,0.7,-2.07,-0.0
B_0,-0.0,0.43,-0.16,-1.73
