,T0,T1,T2,B_1
T0,-0.86,-0.71,0.0,-0.0
T1,-0.02,-2.07,0.0,-0.0
T2,0.2,0.46,-2.03,-0.0
B_1,-0.13,0.14,-0.01,0.02
