,T0,T1,T2,A_0
T0,-0.89,-0.2,-0.0,-0.01
T1,-0.46,-1.97,-0.0,0.0
T2,0.2,0.55,-1.99,-0.95
A_0,-0.1,-0.74,-0.0,-2.3
