,T0,T1,T2,C_3
T0,-0.76,-0.34,0.0,-0.38
T1,-0.22,-2.02,0.0,-0.0
T2,0.24,0.48,-2.04,-0.0
C_3,-0.29,-0.07,-0.13,-0.22
