,T0,T1,T2,E_1
T0,-0.91,-0.29,0.17,0.15
T1,-0.4,-1.99,0.0,-0.0
T2,0.0,0.53,-1.97,-0.13
E_1,0.0,-0.03,-0.0,-2.47
