,T0,T1,T2,A_1
T0,-0.91,-1.18,0.29,0.4
T1,0.2,-2.09,0.22,-1.3
T2,0.0,0.26,-1.9,-0.62
A_1,-1.02,0.0,-0.51,-1.95
