,T0,T1,T2,E_3
T0,-0.88,-0.81,0.0,0.22
T1,-0.0,-2.1,0.43,-0.28
T2,0.02,-0.0,-2.14,1.1
E_3,-0.0,0.16,-0.0,-1.71
