,T0,T1,T2,B_2
T0,-0.79,-0.77,0.33,-0.06
T1,-0.05,-2.07,-0.0,0.49
T2,0.0,0.49,-2.14,0.0
B_2,-0.13,0.0,0.0,-1.62
