,T0,T1,T2,C_3
T0,-0.75,-0.71,0.37,-0.19
T1,-0.01,-2.0,0.0,0.0
T2,0.0,0.56,-2.13,-0.05
C_3,-0.6,0.48,-0.2,-0.32
