,T0,T1,T2,A_0
T0,-0.79,-0.42,0.01,-0.0
T1,-0.22,-1.94,0.0,-0.07
T2,0.26,0.55,-2.22,-0.11
A_0,-0.04,-0.24,-0.26,-2.46
