,T0,T1,T2,B_0
T0,-0.8,-0.66,0.32,-0.0
T1,-0.15,-2.06,-0.0,0.6
T2,0.01,0.5,-2.14,-0.0
B_0,-0.08,0.0,0.0,-1.69
