,T0,T1,T2,E_0
T0,-0.86,-0.0,0.0,0.66
T1,-0.72,-1.84,0.0,-0.01
T2,0.11,0.57,-2.23,0.54
E_0,-0.0,-0.02,0.0,-2.55
