,T0,T1,T2,C_2
T0,-0.79,-0.78,0.34,-0.03
T1,-0.0,-2.0,0.0,0.0
T2,0.0,0.53,-2.14,-0.0
C_2,-0.99,0.5,-0.06,-1.6
