,T0,T1,T2,E_3
T0,-0.76,0.03,0.0,0.2
T1,-0.0,-1.91,-0.0,-0.19
T2,0.25,-0.18,-1.99,0.43
E_3,-0.11,-0.5,-0.0,-1.84
